sector,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,floor_number,servant_room,pooja_room,store_room,furnished,Centrally Air Conditioned,False Ceiling Lighting,Intercom Facility,Private Garden / Terrace,Separate entry for servant room,Spacious Interiors
sector 99,3,4.0,0.0,New Flat,2771.2,2400.0,2128.84959172827,15.0,0,0,0,0,0,0,0,0,0,0
sector 68,4,4.0,3.0,New Flat,1999.0,1745.8515283842796,1542.110397229307,2.0,0,0,0,0,0,0,0,0,0,0
sector 54,3,3.0,4.0,Old Flat,2990.2980000000002,2600.6819868995635,2302.0,0.0,0,1,0,1,0,0,1,0,0,1
sector 111,2,2.0,3.0,New Flat,922.29,802.1217248908297,709.9999999999999,9.0,0,0,0,0,0,0,1,0,0,0
sector 95,2,2.0,0.0,Moderately New Flat,1000.0,746.0562227074236,550.0000000000001,1.0,0,0,0,0,0,0,0,0,0,0
sector 28,2,1.0,1.0,Old Flat,1388.631,1207.7015829694324,1069.0,1.0,0,0,0,0,0,0,0,1,0,0
sector 65,2,2.0,3.0,Under Construction,1433.0,1251.528384279476,1105.474837033315,4.0,0,0,0,0,0,0,1,0,0,0
sector 79,2,2.0,1.0,Under Construction,621.1385,546.0,471.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 37,2,2.0,3.0,New Flat,600.0,524.0174672489084,462.8645514445142,3.0,0,0,0,0,0,0,0,0,0,0
sector 89,3,3.0,3.0,Under Construction,1013.22,881.2041484716158,780.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 99,2,2.0,3.0,Under Construction,1252.13,1093.5633187772928,965.9443180003664,1.0,0,0,0,0,0,0,1,0,1,0
sector 4,2,2.0,1.0,Moderately New Flat,1104.15,960.2865720524019,850.0,-1.0,0,0,0,1,0,1,0,0,0,1
sector 37,3,3.0,2.0,Moderately New Flat,1285.0,1185.0,975.0,13.0,0,0,0,1,0,0,1,0,0,0
sector 79,2,2.0,2.0,Under Construction,1818.6000000000001,1581.6484716157206,1400.0,4.0,1,0,1,1,0,0,1,0,1,0
sohna road,2,2.0,4.0,New Flat,1452.0,1111.623635371179,849.0,6.0,0,0,0,1,0,0,0,0,0,0
sector 65,3,3.0,3.0,Under Construction,1828.0,1596.5065502183406,1410.1940000676202,20.0,0,0,0,0,0,0,1,0,0,0
sector 65,3,3.0,2.0,Under Construction,2040.0,1781.6593886462883,1573.7394749113487,27.0,1,0,0,0,0,0,1,0,0,0
sector 82,5,6.0,4.0,New Flat,6676.86,5806.909388646289,5140.0,6.0,1,1,0,1,1,1,1,1,1,1
sector 65,3,3.0,3.0,Under Construction,1828.0,1596.5065502183406,1410.1940000676202,33.0,0,0,0,0,0,0,1,0,0,0
sector 65,2,2.0,3.0,Under Construction,1261.0,1101.3100436681223,972.7869989525543,35.0,0,0,0,1,0,0,1,0,0,0
sector 65,3,3.0,3.0,Under Construction,1828.0,1596.5065502183406,1410.1940000676202,26.0,0,0,0,0,0,0,1,0,0,0
sector 41,4,4.0,3.0,Old Flat,3348.5333333333333,2900.0,2572.3599233383256,0.0,0,0,0,0,0,0,0,0,0,0
sector 12,2,2.0,1.0,Moderately New Flat,1286.01,1118.4514192139738,990.0,2.0,0,0,0,1,0,0,1,0,0,0
sector 104,2,2.0,1.0,Moderately New Flat,568.46,496.47161572052414,438.53330485691436,4.0,0,0,0,0,0,0,1,0,0,0
sector 95,2,2.0,2.0,Moderately New Flat,1364.0,1191.2663755458516,1052.245413617196,10.0,0,0,0,1,0,0,0,0,0,0
sector 71,3,3.0,3.0,Moderately New Flat,1620.0,1414.8471615720525,1249.7342889001889,11.0,0,0,0,0,0,0,1,0,0,0
sector 37,2,2.0,3.0,New Flat,1310.0,1100.0,1000.0,10.0,0,0,0,0,0,0,1,0,0,0
sector 79,2,2.0,4.0,New Flat,1295.0,1131.004366812227,999.0159902010768,0.0,0,0,0,0,0,0,1,0,0,0
sector 37,2,2.0,3.0,Under Construction,883.32,768.2292576419214,680.0,3.0,0,0,0,0,0,1,0,0,0,1
sector 113,3,2.0,2.0,New Flat,1579.0,1379.0393013100438,1218.105211218147,7.0,0,0,0,0,0,0,1,0,0,0
sector 102,2,2.0,1.0,Under Construction,903.0,788.6462882096071,696.6111499239942,8.0,0,0,0,0,1,0,1,0,0,0
sector 61,2,2.0,2.0,Under Construction,1327.8666666666666,1150.0,1020.0737627031292,2.0,0,0,0,0,0,0,1,0,0,0
sector 79,3,3.0,3.0,Moderately New Flat,2526.555,2197.3616266375548,1945.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 61,3,3.0,2.0,Under Construction,2078.4,1807.5982532751093,1600.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 33,2,2.0,3.0,Moderately Old Flat,1110.0,1100.0,1000.0,9.0,0,0,0,1,0,0,1,0,0,0
sector 102,3,4.0,4.0,Moderately New Flat,2630.475,2287.74153930131,2025.0,14.0,1,0,0,0,0,0,0,0,1,1
sector 92,3,2.0,3.0,Moderately Old Flat,1558.8,1355.698689956332,1200.0,4.0,0,0,0,1,0,0,1,0,0,0
sector 89,2,3.0,3.0,Under Construction,1660.0,1449.7816593886464,1280.5919256631564,8.0,0,0,0,0,0,0,1,0,0,0
sector 84,2,2.0,2.0,New Flat,583.0,565.0,483.0,10.0,0,0,0,1,0,0,0,0,0,0
sector 73,3,3.0,3.0,Under Construction,1872.8693333333333,1622.0,1438.7475157430222,3.0,1,0,0,0,1,0,1,0,0,0
sector 7,2,2.0,1.0,Moderately New Flat,1169.1,1016.7740174672489,900.0,3.0,0,0,0,0,0,0,1,0,0,1
sector 36,3,2.0,2.0,New Flat,1081.0,837.6774017467249,650.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 71,3,3.0,4.0,Moderately New Flat,1485.0,1296.943231441048,1145.589764825173,3.0,0,0,0,1,0,0,0,0,0,0
sector 56,3,4.0,3.0,Old Flat,2662.95,2315.9852620087336,2050.0,7.0,1,0,0,1,0,0,1,0,1,0
sector 83,3,3.0,2.0,Moderately New Flat,2305.725,2005.3043122270742,1775.0,2.0,0,0,0,1,0,0,1,0,0,0
sector 37,2,2.0,3.0,New Flat,850.0,610.0,599.9999999999999,3.0,0,0,0,0,0,0,1,0,0,0
sector 65,2,2.0,3.0,Under Construction,1861.467,1618.9301855895196,1433.0,8.0,0,0,0,0,0,0,1,0,0,0
sector 102,2,2.0,2.0,Under Construction,915.0,737.0633187772927,599.9999999999999,12.0,0,0,0,0,0,0,1,0,0,0
sector 53,3,4.0,3.0,Under Construction,2940.0,2567.685589519651,2268.0363020781206,8.0,1,0,0,1,0,0,0,0,0,0
sector 3,2,2.0,1.0,Moderately New Flat,876.8249999999999,762.5805131004366,675.0,1.0,0,0,0,0,0,0,0,0,0,0
sector 33,2,2.0,3.0,Under Construction,1495.1490000000001,1300.3409934497818,1151.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 65,2,2.0,2.0,Under Construction,1260.0,1100.4366812227074,972.0155580334801,26.0,0,0,0,0,0,0,0,0,0,0
sector 68,2,2.0,3.0,Moderately New Flat,1039.2,903.7991266375547,800.0,21.0,0,0,0,0,0,0,0,0,0,0
sector 62,3,3.0,3.0,Under Construction,2078.4,1807.5982532751093,1600.0,8.0,0,0,0,0,0,0,0,0,0,0
sector 78,4,4.0,3.0,Moderately New Flat,2350.0,2300.0,2000.0,2.0,1,1,0,0,0,0,1,0,0,0
sector 83,3,3.0,3.0,Moderately Old Flat,1740.66,1513.863537117904,1340.0,1.0,0,0,0,0,0,0,0,0,0,0
sector 4,3,2.0,2.0,New Flat,1753.65,1525.1610262008735,1350.0,2.0,0,0,0,1,0,0,0,0,0,0
sector 72,4,5.0,4.0,New Flat,2905.0,2537.117903930131,2241.0358699105236,39.0,1,0,0,0,0,0,1,0,1,0
sector 90,2,2.0,2.0,Under Construction,930.0840000000002,808.9002183406114,716.0,1.0,0,0,0,0,0,0,0,0,0,0
manesar,4,3.0,3.0,New Flat,3637.2000000000003,3163.296943231441,2800.0,8.0,1,0,0,0,0,0,0,0,0,0
sector 70,3,3.0,3.0,New Flat,2045.925,1779.3545305676857,1575.0,2.0,1,0,0,0,0,0,0,0,1,0
sector 61,3,2.0,3.0,Under Construction,1549.0,1520.1692139737993,1500.0,3.0,0,0,0,0,1,1,1,1,0,1
manesar,4,4.0,3.0,Moderately Old Flat,2467.0,2154.5851528384283,1903.1447473560283,7.0,0,0,0,0,0,0,0,0,0,0
sector 79,2,2.0,4.0,New Flat,1351.0,1179.9126637554587,1042.2166816692315,4.0,0,0,0,1,0,0,1,0,0,0
sector 99,2,2.0,4.0,Under Construction,1365.0,1192.1397379912664,1053.01685453627,22.0,0,0,0,0,0,0,0,1,0,0
sector 92,3,3.0,2.0,Under Construction,1454.88,1260.0,1117.6460356573416,14.0,0,0,0,0,0,0,0,0,0,0
sector 70,3,4.0,2.0,Under Construction,1565.0,1366.8122270742358,1207.3050383511081,11.0,0,0,0,0,0,0,0,0,0,0
sector 79,2,2.0,4.0,New Flat,1295.0,1268.6271834061135,1250.0,17.0,0,0,0,0,0,0,1,0,0,0
sector 103,2,2.0,3.0,New Flat,1361.0,1188.646288209607,1049.9310908599734,3.0,0,0,0,0,0,0,1,0,0,0
sector 69,3,2.0,2.0,Moderately Old Flat,1722.474,1498.047052401747,1326.0,12.0,0,0,0,0,0,0,1,0,0,0
sector 82,3,4.0,4.0,Under Construction,1960.0,1711.7903930131006,1512.0242013854136,8.0,0,0,0,0,0,0,0,0,0,0
sector 47,2,2.0,2.0,Moderately New Flat,1295.103,1126.3596615720526,997.0,3.0,0,0,0,1,0,0,0,0,0,0
sector 37,2,2.0,4.0,Under Construction,1512.6133333333332,1310.0,1161.997068818347,14.0,0,0,0,0,0,0,0,0,0,0
sector 113,2,2.0,0.0,Under Construction,1512.6133333333332,1310.0,1161.997068818347,7.0,0,0,0,0,0,0,0,0,0,0
sector 70,2,2.0,2.0,Under Construction,1095.0,956.3318777292577,844.7278063862386,9.0,0,0,0,0,0,0,0,0,0,0
sector 37,2,2.0,3.0,Moderately New Flat,1380.0,1300.0,1200.0,2.0,0,0,0,0,0,0,1,0,0,1
sector 89,3,2.0,0.0,Under Construction,1643.0906666666667,1423.0,1262.2304037622198,3.0,0,0,0,0,0,0,0,0,0,0
sector 83,1,1.0,0.0,Moderately New Flat,808.2666666666667,699.9999999999999,620.9144642540787,6.0,0,0,0,0,0,0,0,0,0,0
sector 99,3,3.0,0.0,Moderately New Flat,2305.8693333333335,1997.0,1771.3802644505645,16.0,0,0,0,0,0,0,0,0,0,0
sector 92,3,3.0,4.0,Moderately New Flat,1758.5573333333334,1523.0,1350.9324700842312,12.0,0,0,0,0,0,0,0,0,0,0
sector 54,3,3.0,3.0,Under Construction,1595.7493333333334,1382.0,1225.8625565701955,1.0,0,0,0,0,0,0,0,0,0,0
sector 63,1,1.0,2.0,Under Construction,853.876,804.0,599.9999999999999,4.0,0,0,0,0,0,0,0,0,0,0
sector 110,4,4.0,3.0,New Flat,3868.133333333333,3350.0,2971.5192217873764,17.0,0,0,0,0,0,0,0,0,0,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2400.0,2390.0,7.0,1,0,0,0,1,1,1,1,1,1
sector 113,4,4.0,3.0,Under Construction,2600.0,2270.7423580786026,2005.7463895928954,11.0,1,0,0,1,1,1,1,0,1,1
sector 56,3,3.0,3.0,Moderately Old Flat,2315.8283333333334,2200.0,1610.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 65,3,5.0,4.0,Moderately New Flat,4993.356,4342.75480349345,3844.0,1.0,1,0,0,1,0,0,1,0,0,0
sector 2,3,3.0,4.0,Old Flat,1780.0,1554.585152838428,1373.164835952059,6.0,0,0,0,1,0,1,0,0,0,1
sector 84,3,3.0,2.0,New Flat,2000.0,1601.2374454148471,1294.0,1.0,1,0,1,1,0,1,1,1,1,1
sector 33,4,4.0,4.0,Old Flat,5622.072,4889.5532751091705,4328.0,17.0,1,0,0,1,0,1,1,1,0,1
sector 44,3,2.0,4.0,Old Flat,2273.25,1977.0605895196506,1750.0,1.0,0,0,0,1,0,0,1,0,0,0
sector 11,2,2.0,2.0,Moderately New Flat,988.539,859.7389192139738,761.0,16.0,0,0,0,0,0,0,0,0,0,0
sector 67,3,3.0,3.0,Moderately New Flat,3185.148,2770.144323144105,2452.0,19.0,1,0,0,0,1,0,0,0,1,1
sector 62,2,2.0,3.0,Under Construction,1958.892,1703.6613537117905,1508.0,31.0,0,0,0,0,0,0,1,0,0,1
sector 33,2,2.0,3.0,Under Construction,1500.0,1434.0843340611355,1385.0,14.0,0,0,0,0,0,0,1,0,0,0
sector 43,3,3.0,2.0,Moderately Old Flat,1407.0,1228.82096069869,1085.4173731373862,5.0,0,0,0,0,0,0,1,0,0,0
sector 61,3,3.0,2.0,Under Construction,1630.0,1423.580786026201,1257.4486980909305,2.0,0,0,0,0,0,0,1,1,0,0
sohna road,2,1.0,3.0,Under Construction,967.755,841.6629366812227,745.0,1.0,0,0,0,0,0,0,1,0,0,0
sector 9,4,3.0,3.0,Old Flat,2345.994,2040.3265283842795,1806.0,1.0,1,0,0,1,0,0,0,0,0,0
sector 85,2,2.0,1.0,Under Construction,1008.024,873.0,774.369038991158,15.0,0,0,0,0,0,0,1,0,0,0
sector 77,3,4.0,3.0,Moderately New Flat,1883.55,1638.1359170305677,1450.0,1.0,1,0,0,1,0,0,0,0,1,0
sector 28,1,1.0,1.0,Old Flat,611.23146,531.5920513100436,470.53999999999996,1.0,0,1,0,1,0,0,0,1,0,1
sector 14,5,5.0,2.0,Old Flat,2987.7,2598.422489082969,2300.0,2.0,0,1,1,1,0,0,1,0,0,1
sector 86,4,6.0,2.0,New Flat,2786.0,2433.1877729257644,2149.234400540695,11.0,1,0,0,0,0,0,0,0,1,0
sector 102,3,3.0,3.0,Moderately New Flat,1881.0963333333334,1852.0,1250.0,9.0,0,0,0,0,0,0,1,0,0,0
sector 61,3,4.0,4.0,Under Construction,1623.29535,1411.7907232532752,1249.65,33.0,1,0,0,0,1,1,1,0,1,1
sector 50,3,3.0,4.0,Old Flat,2605.0,2275.109170305677,2009.6035941882665,14.0,1,0,0,1,0,0,1,0,1,1
sector 61,3,3.0,2.0,Under Construction,2012.151,1749.9810589519652,1549.0,4.0,0,0,0,0,1,1,1,1,0,1
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,5.0,1,0,0,0,0,0,1,0,1,0
sector 33,3,2.0,2.0,Under Construction,2170.629,1887.8104257641921,1671.0,18.0,0,0,0,0,0,0,1,0,0,0
sector 103,2,2.0,2.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,1.0,0,0,0,0,0,0,1,0,0,0
sector 113,4,4.0,4.0,Under Construction,2228.5066666666667,2060.0,1600.0,20.0,0,0,0,0,1,1,1,1,0,1
sector 102,3,3.0,4.0,Moderately New Flat,2598.0,2259.4978165938865,2000.0,9.0,1,0,0,1,0,0,1,0,0,0
sector 25,4,4.0,3.0,Old Flat,2727.9,2372.4727074235807,2100.0,18.0,1,0,0,1,0,0,1,0,0,0
sector 111,4,4.0,4.0,Under Construction,3572.25,3106.8094978165936,2750.0,8.0,0,0,0,0,0,0,0,0,0,0
sector 79,2,2.0,3.0,New Flat,1572.0,1372.9257641921397,1212.7051247846275,4.0,0,0,0,0,0,0,0,0,0,0
sector 48,3,3.0,4.0,Moderately New Flat,1870.0,1869.0,1546.9594024683206,9.0,0,0,0,1,1,1,1,0,0,1
sector 53,3,3.0,4.0,Under Construction,2892.0,2525.764192139738,2231.0071379625588,1.0,0,0,0,1,0,0,1,0,0,0
sector 92,4,4.0,3.0,Moderately New Flat,2143.0,1871.6157205240177,1653.1978895759903,20.0,1,0,0,0,0,0,0,0,0,0
sector 70,2,2.0,4.0,Moderately New Flat,1693.896,1473.192576419214,1304.0,24.0,0,0,0,1,0,0,1,0,0,0
sector 108,3,2.0,4.0,Moderately New Flat,1758.0,1322.3105895196506,986.0,2.0,1,0,0,1,1,0,0,0,1,0
sector 37,3,3.0,3.0,Under Construction,1315.9591666666665,1250.0,915.0,4.0,0,0,0,0,0,0,1,0,0,0
sector 48,4,5.0,4.0,Moderately Old Flat,4553.0,3976.4192139737993,3512.3705045447896,14.0,0,0,0,1,0,0,0,1,0,1
sector 83,3,3.0,4.0,Moderately New Flat,1900.0,1659.3886462882097,1465.737746240962,9.0,0,0,0,0,0,0,0,0,0,0
sector 71,3,4.0,2.0,Moderately New Flat,1743.0,1522.2707423580787,1344.6215219463143,14.0,1,1,0,1,0,0,1,0,0,1
sohna road,2,2.0,1.0,Moderately New Flat,594.6951900000001,517.2103477074236,457.80999999999995,4.0,0,0,0,1,0,0,0,0,0,0
sector 59,3,3.0,1.0,Under Construction,3025.0,2641.921397379913,2333.6087801994263,26.0,1,0,0,0,0,0,0,0,0,0
sector 92,3,3.0,3.0,Moderately New Flat,1990.0,1737.9912663755458,1535.167428957639,2.0,0,0,0,0,0,1,1,0,0,0
sector 33,2,2.0,2.0,Under Construction,1385.0,1209.6069868995635,1068.4456729177539,14.0,0,0,0,0,0,0,0,0,0,0
sector 67,1,1.0,1.0,Moderately New Flat,953.7546666666667,825.9999999999999,732.6790678198129,17.0,0,0,0,0,0,0,1,0,0,0
sector 108,2,3.0,3.0,Moderately New Flat,1283.0,978.23,734.43,2.0,1,0,0,1,0,0,1,0,1,1
sector 108,4,5.0,3.0,New Flat,2344.0,2343.0,1752.0,25.0,1,0,0,1,0,0,1,0,0,0
sector 33,2,2.0,4.0,Under Construction,1383.0,1207.8602620087336,1066.9027910796053,9.0,0,0,0,0,0,0,1,0,0,0
sector 61,2,2.0,2.0,Under Construction,1493.85,1299.2112445414846,1150.0,4.0,0,0,0,0,0,0,0,0,0,0
sector 66,3,4.0,3.0,Moderately New Flat,2200.0,2000.0,1800.0,6.0,1,0,0,1,0,1,1,0,0,0
sector 2,2,2.0,3.0,Old Flat,1565.0,1366.8122270742358,1207.3050383511081,5.0,0,0,0,0,0,0,0,0,0,0
sector 2,3,4.0,4.0,Old Flat,1920.0,1676.8558951965067,1481.166564622446,4.0,1,0,0,0,0,0,0,0,1,0
sector 67,3,4.0,3.0,Moderately New Flat,2358.0,2100.0,2000.0,14.0,1,0,0,1,0,0,1,0,0,0
sector 86,3,3.0,4.0,Moderately New Flat,1929.0,1780.0,1670.0,15.0,1,0,0,0,1,1,1,1,1,1
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,7.0,1,0,0,0,0,0,1,0,1,1
sector 30,3,3.0,2.0,Old Flat,1500.0,1386.2718340611355,1300.0,2.0,0,0,0,0,0,0,0,0,0,0
sector 28,3,3.0,2.0,Old Flat,1777.0,1700.0,1550.0,16.0,1,0,0,0,0,1,1,0,1,0
sector 67,3,4.0,3.0,Moderately New Flat,2698.0,2490.0,2400.0,24.0,1,1,0,1,0,1,1,0,1,1
sector 22,4,6.0,4.0,New Flat,3247.5,2824.372270742358,2500.0,10.0,1,1,0,1,0,0,1,0,0,0
sector 92,2,2.0,2.0,Under Construction,1197.0,1045.4148471615722,923.4147801318061,2.0,0,0,0,1,0,0,0,0,0,0
sector 9,3,3.0,2.0,Old Flat,1800.0,1417.7137008733625,1123.0,2.0,0,0,0,1,0,0,0,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,2598.0,2268.995633187773,2004.203507754747,2.0,1,0,1,0,0,0,1,0,1,0
sector 25,4,4.0,3.0,Old Flat,3208.53,2790.47980349345,2470.0,1.0,1,0,0,0,0,0,1,0,0,0
sector 108,3,4.0,2.0,New Flat,2003.0,1749.344978165939,1545.1961609056036,8.0,0,0,0,0,0,0,1,0,0,0
sector 108,2,2.0,2.0,Moderately Old Flat,1505.0,1314.410480349345,1161.0185832066568,12.0,0,0,0,0,0,0,1,0,0,0
sector 86,3,3.0,4.0,Moderately New Flat,1929.0,1780.0,1540.0,18.0,0,0,0,0,1,1,1,1,1,1
gwal pahari,3,3.0,3.0,Moderately New Flat,1740.66,1513.863537117904,1340.0,1.0,0,0,0,1,0,0,0,0,0,0
sector 113,3,3.0,4.0,Under Construction,1695.0,1480.349344978166,1307.592357830753,2.0,0,0,0,0,0,0,1,0,0,0
sector 24,4,5.0,4.0,New Flat,4546.5,3954.1211790393013,3500.0,3.0,1,0,0,1,0,0,1,0,0,0
sector 25,3,3.0,1.0,Old Flat,3247.5,2824.372270742358,2500.0,11.0,1,0,1,0,0,0,0,1,0,0
sector 79,3,3.0,3.0,Under Construction,2150.0,1650.0,1350.0,7.0,1,0,0,0,0,0,1,0,0,0
sector 103,4,6.0,3.0,Moderately New Flat,2875.0,2510.9170305676857,2217.892642338298,5.0,1,0,0,0,0,0,0,0,0,0
sector 85,3,4.0,2.0,Moderately New Flat,2120.0,1616.0,1531.215486708531,6.0,1,0,0,0,0,0,1,0,1,0
gwal pahari,4,4.0,4.0,New Flat,5350.0,4672.489082969432,4127.208917046919,19.0,1,1,1,1,1,1,1,1,1,1
sector 82,4,6.0,4.0,Moderately New Flat,4890.0,4270.742358078603,3772.3460942727916,25.0,1,1,0,1,0,1,1,0,0,1
sector 1,4,4.0,4.0,Moderately Old Flat,2286.2400000000002,1988.3580786026203,1760.0,10.0,0,0,0,1,0,0,0,0,0,0
sector 38,4,4.0,4.0,Old Flat,2284.9410000000003,1987.2283296943233,1759.0,10.0,0,0,0,1,0,0,0,0,0,0
sector 24,3,4.0,4.0,Old Flat,3200.0,3172.6299126637555,3156.0,3.0,1,0,1,1,0,0,0,0,1,1
sector 49,3,4.0,3.0,Moderately New Flat,2070.0,2060.0,1760.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 52,4,3.0,3.0,Moderately Old Flat,2350.0,2066.8258733624452,1850.0,5.0,1,0,0,1,0,1,0,0,0,1
sector 50,3,4.0,4.0,Old Flat,3295.563,2866.1729803493454,2537.0,4.0,1,0,0,1,0,0,1,0,0,1
dwarka expressway,3,3.0,3.0,New Flat,1689.0,1475.109170305677,1302.963712316308,1.0,0,0,0,0,0,0,1,0,0,0
sector 2,3,4.0,4.0,Moderately Old Flat,1920.0,1676.8558951965067,1481.166564622446,10.0,1,0,0,0,0,0,0,0,1,0
sector 108,3,3.0,2.0,New Flat,2343.0,2046.288209606987,1807.4860733908286,16.0,1,0,0,0,0,0,1,0,0,0
sector 2,2,2.0,3.0,Old Flat,1839.384,1599.7244541484715,1416.0,10.0,0,0,0,1,0,0,0,0,0,1
sector 15,4,3.0,3.0,Old Flat,1688.7,1468.6735807860264,1300.0,3.0,0,0,0,1,0,0,0,0,0,0
sector 86,3,4.0,4.0,Moderately New Flat,1929.0,1580.0,1450.0,17.0,0,0,1,0,1,1,1,1,1,1
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,9.0,1,0,0,0,0,0,1,0,1,1
sector 102,2,2.0,2.0,New Flat,1349.0,1151.5829694323145,1000.0,11.0,0,0,0,1,0,0,1,0,0,0
sector 28,3,3.0,2.0,Old Flat,1777.0,1700.0,1650.0,19.0,1,0,0,0,0,1,1,1,1,1
sector 33,2,2.0,2.0,New Flat,1445.9313333333334,1492.0,900.0,0.0,0,0,0,0,0,0,0,0,0,0
sector 37,4,4.0,3.0,New Flat,2443.0,2133.6244541484716,1884.6301652982474,0.0,1,1,0,0,0,0,1,0,0,1
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2103.056768558952,1857.629733130651,8.0,1,0,0,0,0,0,1,0,0,0
sector 67,3,3.0,3.0,Moderately New Flat,2527.0,2200.0,2100.0,4.0,1,0,0,1,0,0,1,0,0,0
sector 62,2,2.0,2.0,New Flat,1508.26,1317.2576419213974,1163.5334806028386,30.0,1,0,0,0,0,0,0,0,1,0
sector 67,3,3.0,4.0,Moderately New Flat,2411.0,2069.8384279475986,1808.0,16.0,1,0,0,1,1,1,1,1,1,1
sector 28,3,3.0,2.0,Old Flat,1777.0,1551.9650655021835,1370.8505131948366,18.0,1,0,0,1,0,0,1,0,1,1
ambience island,3,4.0,3.0,Moderately Old Flat,3247.5,2824.372270742358,2500.0,2.0,0,0,0,0,0,0,0,0,0,0
ambience island,4,6.0,4.0,Moderately Old Flat,5715.6,4970.89519650655,4400.0,7.0,0,0,0,0,0,0,0,0,0,0
sector 65,3,3.0,3.0,Moderately New Flat,1732.0,1650.0,1200.0,2.0,1,0,0,0,0,1,1,1,1,1
sector 103,3,4.0,4.0,Moderately New Flat,4343.856,3777.880349344978,3344.0,10.0,1,1,0,1,0,0,1,0,0,0
sector 85,3,3.0,2.0,Moderately Old Flat,1475.0,1350.0,1250.0,9.0,0,0,0,0,0,0,1,0,0,0
manesar,3,2.0,4.0,Moderately Old Flat,1982.2740000000001,1723.9968340611354,1526.0,6.0,0,0,0,0,0,0,0,0,0,0
sector 81,3,4.0,4.0,Moderately New Flat,2092.0,1760.0,1670.0,14.0,1,0,0,1,1,1,1,1,1,1
sector 113,4,5.0,4.0,Under Construction,2260.9816666666666,2060.0,1650.0,25.0,0,0,0,1,0,0,1,0,0,0
sector 37,3,3.0,4.0,Moderately New Flat,2529.8746666666666,2191.0,1943.4622731152663,7.0,0,0,0,0,0,0,0,0,0,0
sector 110,5,5.0,3.0,Moderately New Flat,3830.0,3344.9781659388645,2954.61872005415,4.0,1,0,0,0,1,0,1,0,0,0
sector 56,4,4.0,4.0,Old Flat,3059.866666666667,2600.0,2400.0,7.0,0,0,1,1,0,0,1,0,0,1
sector 65,3,3.0,3.0,Moderately New Flat,2979.0,2601.7467248908297,2298.1224979220133,18.0,1,0,0,1,0,0,1,0,1,0
sector 66,3,3.0,3.0,Moderately New Flat,2200.0,1973.198689956332,1800.0,12.0,1,1,1,0,0,1,1,0,1,0
sector 30,2,2.0,1.0,Old Flat,989.9999999999999,864.6288209606987,763.7265098834487,3.0,0,0,0,0,0,0,0,0,0,0
sector 112,3,3.0,2.0,Moderately New Flat,2802.0,2225.56,2063.5018694121864,21.0,1,0,0,1,1,0,1,0,1,1
sector 112,3,4.0,4.0,Moderately New Flat,2802.0,2225.56,2063.5018694121864,14.0,1,0,0,1,0,0,1,1,1,0
sector 112,4,5.0,4.0,Moderately New Flat,4739.0,3655.3500000000004,3441.866439346287,5.0,1,0,0,1,1,0,1,1,1,1
sector 84,4,4.0,4.0,New Flat,2095.0,1829.6943231441048,1616.1687254604292,3.0,0,0,0,0,0,1,0,0,1,0
sector 108,3,4.0,2.0,New Flat,2072.9,1810.3930131004367,1599.1198811488898,19.0,0,0,0,0,0,0,1,0,0,0
sector 47,3,3.0,4.0,Moderately Old Flat,2086.0,1821.8340611353713,1609.2257571887615,10.0,1,0,0,1,0,0,1,0,0,1
sector 56,3,3.0,4.0,Moderately Old Flat,2760.9523333333336,2251.0,2250.0,5.0,1,0,0,1,0,0,1,0,1,1
sector 106,5,6.0,4.0,Under Construction,4095.0,3756.9596069868994,3500.0,10.0,0,0,0,1,0,0,0,0,1,0
sector 109,3,3.0,2.0,Moderately Old Flat,3011.082,2618.7579694323144,2318.0,7.0,1,0,0,1,0,0,1,0,1,0
sector 110,4,4.0,3.0,Moderately New Flat,3400.0,2969.4323144104806,2622.899124852248,11.0,1,0,0,0,1,0,1,0,0,0
sector 48,4,5.0,4.0,Moderately New Flat,5170.02,4496.400655021835,3980.0,2.0,1,1,0,0,0,0,1,0,0,0
sector 33,3,3.0,3.0,Under Construction,3117.6,2711.397379912664,2400.0,2.0,1,1,1,0,0,0,1,0,0,0
sector 2,3,4.0,4.0,Moderately Old Flat,1920.0,1676.8558951965067,1481.166564622446,7.0,1,0,0,1,0,0,0,0,0,0
sector 102,3,3.0,3.0,Moderately New Flat,1650.0,1295.725267467249,1022.58,6.0,1,0,0,1,0,0,1,0,1,1
