price,facing,property_id,sector,society_name,society_stars,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,price_per_sqft,floor_number,total_floors,servant_room,study_room,pooja_room,other_additional_room,store_room,ac,bed,chimney,curtains,dining,exhaust,fan,fridge,geyser,light,microwave,modular,sofa,stove,tv,wardrobe,washing,water,Airy Rooms,Bank Attached Property,Centrally Air Conditioned,Club house / Community Center,False Ceiling Lighting,Feng Shui / Vaastu Compliant,Fitness Centre / GYM,High Ceiling Height,Intercom Facility,Internet/wi-fi connectivity,Lift(s),Low Density Society,Maintenance Staff,Natural Light,No open drainage around,Park,Piped-gas,Power Back-up,Private Garden / Terrace,Rain Water Harvesting,Recently Renovated,Security / Fire Alarm,Security Personnel,Separate entry for servant room,Shopping Centre,Spacious Interiors,Swimming Pool,Visitor Parking,Waste Disposal,Water Storage,Water purifier,Water softening plant,amenities_rating,connectivity_rating,construction_rating,environment_rating,green area_rating,lifestyle_rating,management_rating,safety_rating,nearby_locations,description_keywords,total_num_rooms,furnished,floor_category
0.88,North-West,U66525930,sector 9,the khushboo cooperative housing society ltd,3.9,3,3.0,2.0,Old Flat,1800.0,1417.7137008733625,1123.0,4888.888888888889,2.0,12.0,0,0,0,0,0,0,0,1,0,0,1,6,0,4,10,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5.0,4.0,5.0,,5.0,,4.0,,sector 42-43 metro station|huda city centre metro station|hanuman mandir|new life church|hdfc atm|rbs atm|hdfc bank atm|standard chartered atm|kotak mahindra bank atm|standard chartered atm|paras hospital gurgaon|gupta|arihant hospital|dr. naval mendiratta|fortis memorial research institute fortis vivekanand hospital|dr. kutbuddin akbary|max hospital|sitaram bhartia|guardian pharmacy|chikitsa|bharat petroleum|icici bank|hdfc bank|axis bank|pwo house|balaji vegetarian paradise|the chicken boat|sagar ratna|cafe tonini|shophouse by kylin|carl's jr.|starbucks|naveidyam|starbucks|blue tokai coffee roasters|ccd|drunken monkey|belgian waffle|nowhere brewpub and cafe|fat|dighent cafe|clock tower|stones2milestones|school of inspired leadership soil|ncr library|bahrisons library,corner|flat|ensure|ample|sunlight|ventilation|park|face|side|guest|bedroom|balcony|cover|bed|room|big|utility|balcony|cover|pooja|room|storage|room|additional|detail|apartment|munciple|supply|water|supply|daily|need|shopping|society|premise|stay|convinent|power|backup|available|society|dedicated|security|guard|tower,8.0,1,Low rise
2.6,North-East,X70090934,sector 102,adani m2k oyster grande,3.9,3,3.0,3.0,Moderately New Flat,2598.0,2268.995633187773,2004.203507754747,10007.698229407237,2.0,24.0,1,1,0,0,1,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,4.0,4.0,4.0,,5.0,,4.0,,"wtc plaza|star mall|dwarka expy, dhanwapur village|prime scholars international school|euro international school, sector 37d|delhi public school, sector 103|sgt university|shri balaji’s multispeciality hospital|indira gandhi intl airport|dlf world tech park|park inn, gurgaon",good|option|people|look|grand|apartment|dwarka|expressway|modern|amenity|include|club|house|swim|pool|gym|kid|area|project|good|class|futuristic|investment|place|gurgaon,12.0,0,Low rise
3.4,South-East,E69620848,sector 25,dlf belvedere towers,3.8,4,4.0,3.0,Old Flat,3208.53,2790.47980349345,2470.0,10596.753030203863,1.0,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,4.0,,5.0,,4.0,,vodafone belvedere towers metro station|dlf phase 3 metro station|dlf phase 2 metro station|indusind bank cyber city metro station|micromax moulsari avenue metro station|sikandarpur metro station|sikanderpur metro station|shri shiv shakthi mandir|central bank atm teste 001112|central bank atm|kotak mahindra atm|citibank atm|abn amro bank atm|rbs dental clinic|kailash nursing home gurgaon|relief physiotherapy clinic|darpan skin & mind clinic|cosmodentz dental clinic|asha multispeciality clinic|durga poly clinic|krishna family clinic|upkar clinic|surgi center clinic|r.n clinic|shri ram memorial hospital|dental harbour|uma sanjeevani health centre and hospital|shri balaji medical store|guardian|dlf cyber city phase ii|emaar business park|sp infocity|standard chartered bank|icici bank|deutsche bank|mc donalds|food court|mukesh dhaba|the god father|mcdonald's|barrique|cantine|machaan|american montessori,place|core|city|near|delhi|airport|cyberhub|lavish|location|premium|moderate|anemetie|available|additional|detail|apartment|munciple|supply|water|supply|daily|need|shopping|society|premise|stay|convinent|power|backup|available|separate|washroom|domestic|help|society|dedicated|security|guard|tower,12.0,0,Low rise
2.9,East,J60869654,sector 108,sobha city,,3,4.0,2.0,New Flat,2003.0,1749.344978165939,1545.1961609056036,14478.282576135794,8.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,,4.0,,4.0,,4.0,,4.0,dwarka sector 21|dwarka expressway|vasant kunj|the shikshiyan school|the northcap university|rions hospital|igi airport|gurgaon|wtc plaza|luxus haritma resort|fun n food waterpark|bsf golf course|nehru stadium,sobha|city|gurgaon|develop|acre|land|kind|urban|park|residence|sheer|size|allow|indulgence|open|green|view|amenity|sport|social|activity|nicety|pack|premium|bedroom|apartment|late|offer|house|sobha|impeccable|blend|modern|live|offer|multitude|lifestyle|amenity|unique|aspect|master|plan|sobha|city|place|residential|tower|periphery|acre|land|parcel|provide|easy|access|amenity|offer|uninterrupted|beautiful|view|residence|sobha|city|apartment|international|city|villa|community|gurgaon|acre|approx|area|project|unique|acre|urban|park|experience|invite|extensive|green|view|customer|space|socio|sport|activity|bhk|bedroom|apartment|bhk|bedroom|villa|sobha|epitome|elegance|simplicity|adequate|green|space|quality|build|clubhouse|indoor|sport|addition|nearby|recreational|activity|swim|pool|banquet|community|hall|parking|area|etc|fully|equip|ambulance|present|premise|time|emergency,9.0,0,Mid rise
0.7,South,J70052074,sector 108,raheja vedaanta,3.6,2,2.0,2.0,Moderately Old Flat,1505.0,1314.410480349345,1161.0185832066568,4651.162790697674,12.0,22.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,4.0,4.0,4.0,,4.0,,3.0,,,enjoy|sun|south|face|window|balcony|spacious|airy|floor|apartment|comfortable|neighbourhood|perfect|family|dwarka|expressway|close|connect|manesar|delhi|away|busy|hustle|bustle|city|apartment|complex|locate|upcoming|area|amazing|future|residential|commercial|development|school,6.0,0,Mid rise
1.5,West,Z69657480,sector 86,dlf the skycourt,,3,3.0,4.0,Moderately New Flat,1929.0,1780.0,1540.0,7776.049766718507,18.0,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.0,5.0,5.0,,5.0,,5.0,,"sapphire 83 mall|nh-8, imt manesar|rao bharat singh international school|dpg institute of technology|aarvy healthcare|indira gandhi international airport|imt manesar|holiday inn hotel sector 90|aapno ghar|national tennis academy sector 98",bhk|apartment|available|sale|dlf|skycourt|prominent|project|flat|sector|gurgaon|property|face|north|east|direction|contain|bathroom|balcony|flat|spread|super|build|area|sq|ft|flat|total|floor|property|situate|floor|ready|project|expect|immediate|possession|year|old|property|build|wood|floor|enhance|aesthetic|appeal|flat|property|offer|close|proximity|important|landmark|close|hospital|close|market|close|mall|close|highway|modern|amenity|swim|pool|club|house|community|center|fitness|centre|gym|park|maintenance|staff|visitor|parking|water|soften|plant|shopping|centre|security|personnel|life|easy|society|provide|continuous|water|supply|municipal|corporation|borewell|tank|additional|detail|piped|gas|facility|available|property|apartment|boring|water|supply|daily|need|shopping|society|premise|stay|convinent|power|backup|available|separate|washroom|domestic|help|society|dedicated|security|guard|tower,11.0,0,High rise
1.28,North,W69855192,gwal pahari,suncity vatsal valley,,3,3.0,3.0,Moderately New Flat,1740.66,1513.863537117904,1340.0,7353.5325681063505,1.0,4.0,0,0,0,0,0,5,0,1,0,0,1,5,0,4,25,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,"sector 55-56 metro station|banjara market gurugram|central plaza mall|faridabad - gurgaon road|badshahpur sohna rd hwy|lingaya's lalita devi institute|unicosmos school|sushant university|paras hospitals, gurgaon|indira gandhi intl airport|gurgaon railway station|asf insignia sez",suncity|vatsal|valley|gurgaon|seek|destination|apartment|bhk|flat|gwal|pahari|opportunity|community|property|face|north|east|direction|construct|carpet|area|sq|ft|flat|comprise|bathroom|balcony|flat|situate|floor|floor|tall|residential|build|residential|property|construction|available|possession|october|modern|amenity|offer|like|park|visitor|parking|maintenance|staff|club|house|community|center|provide|pleasant|live|experience|project|provide|continuous|supply|water|flat|additional|detail|daily|need|shopping|society|premise|stay|convinent|partial|power|backup|available|society|dedicated|security|guard|tower,9.0,1,Low rise
2.51,North-West,H70148654,sector 113,m3m capital,,3,3.0,4.0,Under Construction,1695.0,1480.349344978166,1307.592357830753,14808.259587020648,2.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,phase 2 metro station|global foyer mall|dwarka expy|shivani public school|baghera university|kutumbh hospital|igi airport|bijwasan railway station,beautiful|bhk|flat|sector|gurgaon|situate|m|capital|popular|residential|society|gurgaon|flat|north|west|face|contain|bathroom|balcony|flat|spread|super|build|area|sq|ft|flat|total|floor|property|situate|floor|flat|currently|construction|possession|expect|december|build|vitrify|floor|enhance|aesthetic|appeal|flat|plus|point|situate|near|close|metro|station|close|hospital|close|airport|close|mall|modern|amenity|offer|like|maintenance|staff|visitor|parking|park|provide|pleasant|live|experience|resident|project|enjoy|access|clean|water,11.0,0,Low rise
6.5,North-East,G70159794,sector 24,dlf city plots phase 3,,4,5.0,4.0,New Flat,4546.5,3954.1211790393013,3500.0,14296.711756296052,3.0,4.0,1,0,0,0,0,5,0,1,0,0,1,6,1,4,10,1,1,0,1,0,5,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,5.0,,4.0,,5.0,,4.0,dlf phase 3 metro station|micromax moulsari avenue metro station|dlf phase 2 metro station|guru dronacharya metro station|indusind bank cyber city metro station|vodafone belvedere towers metro station|shri shiv shakthi mandir|icici bank atm|central bank atm|central bank atm teste 001112|abn amro bank atm|citibank atm|kotak mahindra atm|citibank atm|dental cure and care centre|dr. khullar's dental clinic|garg dental care|shri ram memorial hospital|r.n clinic|dental harbour|asha multispeciality clinic|upkar clinic|st stephen's hospital health care facility|relief physiotherapy clinic|darpan skin & mind clinic|cosmodentz dental clinic|rbs dental clinic|kailash nursing home gurgaon|krishna family clinic|durga poly clinic|anahat hospital|pharmacy|shri balaji medical store|state bank of india|icici bank|deutsche bank|standard chartered bank|pvr cinames|the god father|machaan|food court|mc donalds|barrique|mcdonald's,vastu|perfect|overlook|beautiful|ornamental|exclusive|park,14.0,1,Low rise
3.63,,H70117470,sector 25,unitech heritage city,,3,3.0,1.0,Old Flat,3247.5,2824.372270742358,2500.0,11177.829099307159,11.0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,,5.0,,5.0,,5.0,,5.0,mg road metro station|iffco chowk metro station|sikandarpur metro station|sikanderpur metro station|arya samaj mandir|jain bhawan|hanuman mandir|punjab national bank atm|axis bank atm|icici bank atm|privat hospital|lord krishna hospital|sidhesh hospital gurgaon|uma sanjeevani health centre and hospital|surgi center clinic|umkal hospital|thukral hospital|divine look clinic centre 1|religare wellness|98.4|guardian|neelkanth medico|dlf cyber city phase ii|emaar business park|pvr metropolitan|pvr cinames|dt cinemas|dt cinemas|pvr cinames|abn amro bank|indusind bank|lord krishna bank|hdfc bank|kotak mahindra bank|hsbc bank|axis bank|pan bangkok|nutriobox gurugram|barbecue grill|pizza hut|dighent cafe|fat|nowhere brewpub and cafe|belgian waffle|drunken monkey|ccd|american montessori,old|colony|gurgaon|locate|metro|station|major|mall|office|etc|establish|place|good|security|parking|greenry,9.0,0,Mid rise
1.85,,Z70038990,sector 79,bestech altura,,3,3.0,3.0,Under Construction,2150.0,1650.0,1350.0,8604.651162790698,7.0,20.0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,4.0,,4.0,,3.0,,4.0,"sapphire 83 mall|nh -8|golf course extension road|mount olympus junior school|amity university gurugram|miracles apollo hospital|indira gandhi international airport|imt manesar|savoy suites, manesar|golden greens golf & resorts",premium|north|park|face|middle|floor|servant|vastu|perfect,10.0,0,Mid rise
2.45,,V69714126,sector 103,indiabulls centrum park,3.7,4,6.0,3.0,Moderately New Flat,2875.0,2510.9170305676857,2217.892642338298,8521.739130434782,5.0,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,4.0,,5.0,,4.0,,"gurgaon dreamz mall|huda market, sector 14|dwarka expressway|delhi gurgaon expressway|s n international school|the northcap university|metro hospital, palam vihar|indira gandhi international airport|gurgaon railway station|emaar business park|country inn and suites by radisson|sector 29 gurgaon pubs and bars|huda mini golf course|infinitys badminton academy|f9 go karting gurgaon",near|upcoimg|dwarka|maneser|express|way|near|dwarka|new|delhi,14.0,0,Low rise
1.38,North-East,Y69612194,sector 85,orris aster court premier,,3,4.0,2.0,Moderately New Flat,2120.0,1616.0,1531.215486708531,6509.43396226415,6.0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,,5.0,,5.0,,5.0,,4.0,propose metro station|ss omnia mall|national highway 8|gurgaon toll|rajiv chowk|the heritage pride modern school|bharat ram global school|rps international school|delhi public school|matrikiran high school|lions public school|genesis hospital|miracles apollo cradle / spectra|silver streak multi speciality|igi airport,ne|face|apartment|open|view|room|ac|unit|fit|bedroom|wooden|floor|cupboard,10.0,0,Low rise
5.9,East,I69400446,gwal pahari,paras quartier,,4,4.0,4.0,New Flat,5350.0,4672.489082969432,4127.208917046919,11028.03738317757,19.0,31.0,1,1,1,0,1,5,0,1,0,0,1,4,0,0,10,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,sector 55-56 metro station|ambience mall|golf course road|gurgaon faridabad highway|pathways school|ck birla hospital|indira gandhi international airport|v resorts farm stay delhi|skyjumper trampoline park|teri golf course|national institute of solar energy,new|apartment|lush|green|aravalli|valley|degree|panoramic|view|private|lift|lobby|single|apartment|floor|para|quartier|delight|behold|aloft|enchant|elegance|lush|green|aravalli|valley|degree|panoramic|view|turn|truly|transcendental|open|balcony|allow|gild|sunshine|play|intricately|adorn|interior,16.0,1,High rise
3.0,West,K69026234,sector 82,mapsko casa bella,3.8,4,6.0,4.0,Moderately New Flat,4890.0,4270.742358078603,3772.3460942727916,6134.9693251533745,25.0,25.0,1,0,1,0,0,7,0,1,1,0,1,12,0,4,50,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,4.0,4.0,4.0,,4.0,,4.0,,vatika city centre mall|pataudi road|broadways international school|dpg institute of technology|aarvy healthcare|indira gandhi international airport|sultanpur national park|imt manesar|holiday inn gurugram|skyjumper trampoline park|huda mini golf course,good|location|amazing|view|penthouse|tastefully|furnish|high|end|woodwork,16.0,1,High rise
2.01,,Y68984882,sector 1,samadhan shri kamal cghs,,4,4.0,4.0,Moderately Old Flat,2286.2400000000002,1988.3580786026203,1760.0,8791.727902582405,10.0,10.0,0,0,0,0,0,0,0,1,0,0,1,5,1,4,7,1,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,huda sector 23 market|palam vihar vyapar kendra|palam triangle|ram mandir|metro hospital and heart institute gurgaon|dr kapoor's dental care and implant centre|kalyan hospital gurgaon|ansals plaza underground car parking|ansals plaza above ground car parking|huda sector 23 parking|axis bank|punjab national bank|oriental bank of commerce|big cinemas|cafe coffee day|pizza hut|domino's pizza|moti mahal|pind baluchi|om sweets|mcdonald's|chiranjiv bharati school|masti ki pathshala teach india|swiss cottage school|the northcap university|palam vihar railway station|bijwasan railway station,proud|owner|bhk|apartment|available|samadhan|shri|kamal|cgh|sector|gurgaon|gurgaon|furnish|apartment|unit|locate|floor|carpet|area|sq|ft|unit|locate|co|operative|society,12.0,1,Mid rise
2.1,North,E68316796,sector 38,navjyoti apartment,,4,4.0,4.0,Old Flat,2284.9410000000003,1987.2283296943233,1759.0,9190.609298008132,10.0,10.0,0,0,0,0,0,4,0,0,0,0,1,5,1,0,20,0,1,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,5.0,,4.0,,4.0,,4.0,rajiv chowk mosque|icici bank atm|state bank of india atm|axis bank atm|hdfc bank atm|dr akram jawed's the upper limb clinic|medanta|samvit health care|sukhmani hospital pvt. ltd|dispencery|bansal medicare and maternity centre|airforce hospital|pushpanjali hospital gurgaon|pushpanjali hospital|park hospital gurgaon|vishesh dental|neelkanth health care|meher clinic|best urologist atcomplete family clinic|smile plus dental clinic|wellness eye centre|dr. aruna kalra|dayal eye & maternity centre|gurgaon election commission|road and traffic authority|apollo pharmacy|gardian pharmacy|gardian pharmacy|genius|india oil|srs cinemas|hdfc bank|hdfc bank|icici bank|kfc|darbar|haldiram|raj restaurant|om sweets|fast food|fast food|kendriya vidyalaya no.2 sohna road|cr model public school|delhi public school primary section|manav rachna school|amity global school|manav rachna swimming pool,navjyoti|apartment|popular|destination|buy|flat|sector|gurgaon|society|purchase|bhk|flat|residential|flat|north|face|direction|construct|carpet|area|sq|ft|flat|comprise|bathroom|balcony|flat|situate|floor|floor|tall|residential|build|ready|project|property|year|old|flat|come|build|vitrify|floor|option|modern|amenity|maintenance|staff|visitor|parking|security|personnel|life|easy,12.0,1,Mid rise
4.25,East,Z69119494,sector 24,ambience lagoon,3.9,3,4.0,4.0,Old Flat,3200.0,3172.6299126637555,3156.0,13281.250000000002,3.0,9.0,1,0,0,0,1,0,0,1,0,0,1,8,0,3,10,0,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,5.0,5.0,5.0,,5.0,,5.0,,micromax moulsari avenue metro station|indusind bank cyber city metro station|dlf phase 3 metro station|vodafone belvedere towers metro station|shri shiv shakthi mandir|citibank atm|icici bank atm|abn amro bank atm|citibank atm|kotak mahindra atm|central bank atm|central bank atm teste 001112|dental harbour|asha multispeciality clinic|garg dental care|r.n clinic|shri ram memorial hospital|dental cure and care centre|dr. khullar's dental clinic|darpan skin & mind clinic|dgd rajokari|relief physiotherapy clinic|rbs dental clinic|kailash nursing home gurgaon|cosmodentz dental clinic|upkar clinic|pharmacy|shri balaji medical store|sp infocity|pvr cinames|state bank of india|deutsche bank|icici bank|icici bank|standard chartered bank|machaan|barrique|the god father|food court|mc donalds|mcdonald's|cantine|mukesh dhaba,situate|dlf|phase|gurgaon|ambience|lagoon|plan|society|offer|pleasant|live|experience|resident|bhk|flat|gurgaon|opportunity|community|flat|east|face|flat|sq|ft|super|build|area|come|bathroom|balcony|flat|situate|floor|floor|tall|residential|build|project|ready|easily|year|old|property|build|marble|floor|enhance|aesthetic|appeal|flat|residential|property|situate|near|close|market|close|highway|close|airport|close|mall|society|equip|modern|amenity|include|swim|pool|security|personnel|maintenance|staff|club|house|community|center|fitness|centre|gym|park|shopping|centre|society|provide|continuous|water|supply|municipal|corporation|borewell|tank,13.0,1,Low rise
2.55,East,T69215426,sector 49,orchid petals,4.1,3,4.0,3.0,Moderately New Flat,2070.0,2060.0,1760.0,12318.840579710144,8.0,14.0,0,1,0,0,0,0,0,1,1,0,1,8,0,3,8,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.0,4.0,5.0,,5.0,,4.0,,sapphire mall|omaxe city centre|bigbazaar|sohna rd|kinder care playschool|kangaroo kids preschool|shiv mandir|polaris hospital|medanta hospital|artemis hospital|hdfc bank|radisson hotel|srs cinemas,park|pool|face|sunny|flat|cheque|bhk|flat|locate|orchid|petal|house|spacious|flat|sector|gurgaon|contain|bathroom|balcony|flat|spread|super|build|area|sq|ft|flat|total|floor|property|situate|floor|year|old|property|available|immediate|possession|project|ready,11.0,1,Mid rise
2.0,North,Q69487782,sector 52,friends apartment,,4,3.0,3.0,Moderately Old Flat,2350.0,2066.8258733624452,1850.0,8510.63829787234,5.0,12.0,1,0,0,0,0,3,0,0,0,1,1,5,1,3,10,1,1,1,1,1,5,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,,5.0,,4.0,,5.0,,4.0,radhakrishna shani mandir|hanuman mandir|sanatan dharm mandir|hdfc atm|standard chartered atm|hdfc bank atm|state bank atm|icici bank atm|anand hospital gurgaon|arihant hospital|surgicare hospital gurgaon|kriti hospital|paras hospital gurgaon|gupta|huda office complex|pernod ricard charitable dispensary|medisca|heera fuel station|hcg cng station|bharat petroleum|222|hdfc bank and atm|hdfc bank & atm|axis bank|kotak mahindra bank|indusind bank|pizza hut|cafe tonini|wat-a-burger|clock tower|burger singh|sagar ratna|carl's jr.|starbucks|bikanerwala|shophouse by kylin|st. angels sr|amity global school|iilm|school of inspired leadership soil|gurugram university|stones2milestones|st. angels jr|iilm university,face|huge|park|greenery|brilliant|location|premium|gate|society|ample|car|parking|spacious|flat|furnish,11.0,1,Low rise
3.25,South-East,V68856144,sector 50,the close south,3.9,3,4.0,4.0,Old Flat,3295.563,2866.1729803493454,2537.0,9861.744412108035,4.0,22.0,1,0,0,0,0,5,2,1,1,0,1,6,1,3,20,0,1,0,0,1,4,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,5.0,4.0,4.0,,5.0,,4.0,,fresco market|emerald plaza|tagore public school|lotus valley school|shiva temple tigra|eye doctors at krishna netralaya|canara bank|hdfc bank|syndicate bank|idfc first bank|apollo pharmacy|green garden narsari|star nursery|hp petrol pump|insfire sports,preference|location|face|garden|e|space|villa|open|space|southern|peripharal|road|sun|side|morning|till|evening|walk|distance|nirvana|courtyard|market|mgf|mall|minute|drive|world|mark|flat|floor,12.0,1,Low rise
1.6,,K60620776,dwarka expressway,hero homes,,3,3.0,3.0,New Flat,1689.0,1475.109170305677,1302.963712316308,9473.060982830079,1.0,35.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,gol market|gurdwara baba deep singh|gurdwara sahib|gurudwara singh sabha|gurudwara shaheedan|gurudwara singh sabha|krishna temple|indusind bank atm|sbi atm|puri nursing home|h.m.c hosptal|dr. charanji lal homeopathic charitable hospital|swami vivekanand hospital ludhiana|khosla stone kidney and surgical centre|mind vision hospital|dr. naresh bansal|shri guru gobind singh ji charitable hospital and clinical lab|dr. chaku eye surgerycentre|deep hospital kitchlu nagar|pancham hospital|rg stone and super speciality hospital ludhiana|namdev hospital & health institute ludhiana|gurunanak charitable hospital|guru teg bhadur charitable hospital ludhiana|raj multi speciality hospital|dr. sarabjeet singh|ludhiana laparoscopic and surgical clinic|puri nursing home|swami vivekanand hospital and trauma centre|mata malavi devi charitable hospital|dr. bindra's super speciality homeopathic clinics|dr. rajinder pal singh|j.s. chugh clinic|pardeep grewal memorial hospital|pal nursing home ludhiana|axis skin clinic and laser centre|gill hospital|manav dental care|lic of india|matta marriage palace|huge collection of sikhism|lic bank|axis bank|tikka times|food drive|kajal south indian|apni rasoi|bcm arya school|r.s. model sen. sec. school|model gram railway station,proud|owner|bhk|apartment|available|dwarka|expressway|gurgaon|gurgaon|unit|locate|floor|super|build|area|sa|ft|ownership|freehold|type,9.0,0,Low rise
1.5,North-East,C68936042,sector 2,bestech park view residency,3.9,3,4.0,4.0,Moderately Old Flat,1920.0,1676.8558951965067,1481.166564622446,7812.5,10.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,5.0,4.0,4.0,,5.0,,4.0,,"dwarka sector 21 metro station|huda market, sector 14|ambience mall|gav public school|the northcap university|chirag hospital|indira gandhi international airport|gurgaon railway station|dlf cyberhub|fun n food village",lovely|bhk|apartment|flat|palam|vihar|available|sale|gurgaon|popular|project|bestech|park|view|residency|residential|flat|east|face|direction|floor|plan|additionally|contain|bathroom|balcony|flat|spread|super|build|area|sq|ft|flat|lie|level|storey|build|year|old|property|available|immediate|possession|project|ready|vitrify|floor|flat|beautifully|design|help|pleasing|look|residential|property|situate|near|close|school|bestech|park|view|residency|design|provide|modern|facility|swim|pool|grocery|shop|cctv|surveillance|club|house|community|center|fitness|centre|gym|park|maintenance|staff|water|soften|plant|security|personnel|shopping|centre|municipal|corporation|provide|regular|supply|water|residential|project|additional|detail|piped|gas|facility|available|property|apartment|boring|water|supply|daily|need|shopping|society|premise|stay|convinent|power|backup|available|separate|washroom|domestic|help|society|dedicated|security|guard|tower,12.0,0,Mid rise
3.75,North-East,Y68158826,sector 108,sobha city,,3,3.0,2.0,New Flat,2343.0,2046.288209606987,1807.4860733908286,16005.121638924455,16.0,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,4.0,,4.0,,4.0,,4.0,dwarka sector 21|dwarka expressway|vasant kunj|the shikshiyan school|the northcap university|rions hospital|igi airport|gurgaon|wtc plaza|luxus haritma resort|fun n food waterpark|bsf golf course|nehru stadium,locate|good|society|dwarka|expressway|unhindered|unobstructe|view|sunshine|morning|evening|winter|easy|access|club|oval|available|amenity,9.0,0,High rise
